Company,GL Level 02,GL Level 03,GL Level 04,GL Level 05,GL Level 06,Income Balance,Posting Date,Budget,Budget Reverse Sign,Budget Variance,Budget Variance Reverse Sign,Amount,Amount Reverse Sign,Amount LY,Amount LY Reverse Sign,Amount Variance,Amount Variance Reverse Sign,Balance,Balance Reverse Sign,Balance LY,Balance LY Reverse,Balance Variance,Balance Variance Reverse Sign,Closing Entry,Quarter
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/12/2018 00:00,9480,-9480,-9480,9480,,,,,,,,,,,,,Closing Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/12/2018 00:00,9480,-9480,-646,646,8835,-8835,7503,-7503,1331,-1331,291563,-291563,193640,-193640,97924,-97924,Regular Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/12/2018 00:00,9480,-9480,-9480,9480,,,,,,,,,,,,,Unknown,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/01/2019 00:00,10841,-10841,-10841,10841,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/01/2019 00:00,10841,-10841,-59,59,10782,-10782,8540,-8540,2243,-2243,302345,-302345,202179,-202179,100166,-100166,Regular Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/01/2019 00:00,10841,-10841,-10841,10841,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/02/2019 00:00,10011,-10011,-10011,10011,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/02/2019 00:00,10011,-10011,273,-273,10284,-10284,8261,-8261,2023,-2023,312629,-312629,210440,-210440,102189,-102189,Regular Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/02/2019 00:00,10011,-10011,-10011,10011,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/03/2019 00:00,10411,-10411,-10411,10411,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/03/2019 00:00,10411,-10411,1170,-1170,11581,-11581,7943,-7943,3639,-3639,324211,-324211,218382,-218382,105828,-105828,Regular Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/03/2019 00:00,10411,-10411,-10411,10411,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/04/2019 00:00,9937,-9937,-9937,9937,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/04/2019 00:00,9937,-9937,603,-603,10539,-10539,8347,-8347,2193,-2193,334750,-334750,226729,-226729,108021,-108021,Regular Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/04/2019 00:00,9937,-9937,-9937,9937,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/05/2019 00:00,9483,-9483,-9483,9483,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/05/2019 00:00,9483,-9483,1439,-1439,10922,-10922,7898,-7898,3025,-3025,345672,-345672,234627,-234627,111045,-111045,Regular Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/05/2019 00:00,9483,-9483,-9483,9483,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/06/2019 00:00,10565,-10565,-10565,10565,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/06/2019 00:00,10565,-10565,209,-209,10774,-10774,8186,-8186,2588,-2588,356446,-356446,242813,-242813,113633,-113633,Regular Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/06/2019 00:00,10565,-10565,-10565,10565,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/07/2019 00:00,9111,-9111,-9111,9111,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/07/2019 00:00,9111,-9111,1667,-1667,10777,-10777,8173,-8173,2604,-2604,367223,-367223,250986,-250986,116237,-116237,Regular Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/07/2019 00:00,9111,-9111,-9111,9111,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/08/2019 00:00,9151,-9151,-9151,9151,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/08/2019 00:00,9151,-9151,1408,-1408,10558,-10558,8223,-8223,2336,-2336,377782,-377782,259209,-259209,118573,-118573,Regular Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/08/2019 00:00,9151,-9151,-9151,9151,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/09/2019 00:00,9951,-9951,-9951,9951,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/09/2019 00:00,9951,-9951,752,-752,10703,-10703,8025,-8025,2679,-2679,388485,-388485,267233,-267233,121251,-121251,Regular Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/09/2019 00:00,9951,-9951,-9951,9951,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/10/2019 00:00,9261,-9261,-9261,9261,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/10/2019 00:00,9261,-9261,1496,-1496,10756,-10756,8074,-8074,2683,-2683,399241,-399241,275307,-275307,123934,-123934,Regular Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/10/2019 00:00,9261,-9261,-9261,9261,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/11/2019 00:00,10738,-10738,-10738,10738,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/11/2019 00:00,10738,-10738,36,-36,10773,-10773,7422,-7422,3351,-3351,410014,-410014,282729,-282729,127285,-127285,Regular Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/11/2019 00:00,10738,-10738,-10738,10738,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/12/2019 00:00,10667,-10667,-10667,10667,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/12/2019 00:00,10667,-10667,25,-25,10692,-10692,8835,-8835,1858,-1858,420706,-420706,291563,-291563,129143,-129143,Regular Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/12/2019 00:00,10667,-10667,-10667,10667,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/01/2020 00:00,7070,-7070,-7070,7070,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/01/2020 00:00,7070,-7070,64,-64,7134,-7134,10782,-10782,-3648,3648,427841,-427841,302345,-302345,125495,-125495,Regular Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/01/2020 00:00,7070,-7070,-7070,7070,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/02/2020 00:00,6697,-6697,-6697,6697,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/02/2020 00:00,6697,-6697,163,-163,6859,-6859,10284,-10284,-3424,3424,434700,-434700,312629,-312629,122071,-122071,Regular Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/02/2020 00:00,6697,-6697,-6697,6697,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/03/2020 00:00,5868,-5868,-5868,5868,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/03/2020 00:00,5868,-5868,847,-847,6715,-6715,11581,-11581,-4866,4866,441416,-441416,324211,-324211,117205,-117205,Regular Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/03/2020 00:00,5868,-5868,-5868,5868,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/04/2020 00:00,2480,-2480,-2480,2480,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/04/2020 00:00,2480,-2480,456,-456,2936,-2936,10539,-10539,-7603,7603,444351,-444351,334750,-334750,109602,-109602,Regular Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/04/2020 00:00,2480,-2480,-2480,2480,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/05/2020 00:00,4034,-4034,-4034,4034,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/05/2020 00:00,4034,-4034,28,-28,4062,-4062,10922,-10922,-6860,6860,448413,-448413,345672,-345672,102741,-102741,Regular Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/05/2020 00:00,4034,-4034,-4034,4034,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/06/2020 00:00,3039,-3039,-3039,3039,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/06/2020 00:00,3039,-3039,301,-301,3340,-3340,10774,-10774,-7434,7434,451753,-451753,356446,-356446,95307,-95307,Regular Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/06/2020 00:00,3039,-3039,-3039,3039,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/07/2020 00:00,3101,-3101,-3101,3101,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/07/2020 00:00,3101,-3101,334,-334,3435,-3435,10777,-10777,-7342,7342,455188,-455188,367223,-367223,87965,-87965,Regular Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/07/2020 00:00,3101,-3101,-3101,3101,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/08/2020 00:00,3335,-3335,-3335,3335,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/08/2020 00:00,3335,-3335,267,-267,3602,-3602,10558,-10558,-6956,6956,458790,-458790,377782,-377782,81009,-81009,Regular Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/08/2020 00:00,3335,-3335,-3335,3335,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/09/2020 00:00,3122,-3122,-3122,3122,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/09/2020 00:00,3122,-3122,410,-410,3532,-3532,10703,-10703,-7171,7171,462322,-462322,388485,-388485,73838,-73838,Regular Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/09/2020 00:00,3122,-3122,-3122,3122,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/10/2020 00:00,3468,-3468,-3468,3468,,,,,,,,,,,,,Closing Entry,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/10/2020 00:00,3468,-3468,166,-166,3634,-3634,10756,-10756,-7122,7122,465956,-465956,399241,-399241,66716,-66716,Regular Entry,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/10/2020 00:00,3468,-3468,-3468,3468,,,,,,,,,,,,,Unknown,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/11/2020 00:00,2767,-2767,-2767,2767,,,,,,,,,,,,,Closing Entry,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/11/2020 00:00,2767,-2767,599,-599,3366,-3366,10773,-10773,-7407,7407,469322,-469322,410014,-410014,59308,-59308,Regular Entry,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/11/2020 00:00,2767,-2767,-2767,2767,,,,,,,,,,,,,Unknown,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/12/2020 00:00,3323,-3323,-3323,3323,,,,,,,,,,,,,Closing Entry,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/12/2020 00:00,3323,-3323,150,-150,3473,-3473,10692,-10692,-7219,7219,472795,-472795,420706,-420706,52089,-52089,Regular Entry,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61250 - Sales Promotions,,,Income Statement,01/12/2020 00:00,3323,-3323,-3323,3323,,,,,,,,,,,,,Unknown,2020 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,,,,,,,,,,,,30435,-30435,30435,-30435,0,0,Regular Entry,Unknown
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2016 00:00,3187,-3187,-3187,3187,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2016 00:00,3187,-3187,-416,416,2771,-2771,,,2771,-2771,2771,-2771,,,2771,-2771,Regular Entry,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2016 00:00,3187,-3187,-3187,3187,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2016 00:00,,,,,,,,,,,2771,-2771,,,2771,-2771,Regular Entry,2016 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/04/2016 00:00,,,,,,,,,,,2771,-2771,,,2771,-2771,Regular Entry,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/05/2016 00:00,,,,,,,,,,,2771,-2771,,,2771,-2771,Regular Entry,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/06/2016 00:00,,,,,,,,,,,2771,-2771,,,2771,-2771,Regular Entry,2016 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/07/2016 00:00,,,,,,,,,,,2771,-2771,,,2771,-2771,Regular Entry,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/08/2016 00:00,,,,,,,,,,,2771,-2771,,,2771,-2771,Regular Entry,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2016 00:00,,,,,,,,,,,2771,-2771,,,2771,-2771,Regular Entry,2016 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2016 00:00,4272,-4272,-4272,4272,,,,,,,,,,,,,Closing Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2016 00:00,4272,-4272,-934,934,3337,-3337,,,3337,-3337,6108,-6108,,,6108,-6108,Regular Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2016 00:00,4272,-4272,-4272,4272,,,,,,,,,,,,,Unknown,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/11/2016 00:00,,,,,,,,,,,6108,-6108,,,6108,-6108,Regular Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/12/2016 00:00,,,,,,,,,,,6108,-6108,,,6108,-6108,Regular Entry,2016 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/01/2017 00:00,,,,,,,,,,,6108,-6108,,,6108,-6108,Regular Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2017 00:00,3477,-3477,-3477,3477,,,,,,,,,,,,,Closing Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2017 00:00,3477,-3477,-427,427,3050,-3050,2771,-2771,279,-279,9158,-9158,2771,-2771,6387,-6387,Regular Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2017 00:00,3477,-3477,-3477,3477,,,,,,,,,,,,,Unknown,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2017 00:00,666,-666,-666,666,,,,,,,,,,,,,Closing Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2017 00:00,666,-666,-49,49,616,-616,,,616,-616,9774,-9774,2771,-2771,7003,-7003,Regular Entry,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2017 00:00,666,-666,-666,666,,,,,,,,,,,,,Unknown,2017 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/04/2017 00:00,1497,-1497,-1497,1497,,,,,,,,,,,,,Closing Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/04/2017 00:00,1497,-1497,-29,29,1467,-1467,,,1467,-1467,11242,-11242,2771,-2771,8471,-8471,Regular Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/04/2017 00:00,1497,-1497,-1497,1497,,,,,,,,,,,,,Unknown,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/05/2017 00:00,,,,,,,,,,,11242,-11242,2771,-2771,8471,-8471,Regular Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/06/2017 00:00,,,,,,,,,,,11242,-11242,2771,-2771,8471,-8471,Regular Entry,2017 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/07/2017 00:00,,,,,,,,,,,11242,-11242,2771,-2771,8471,-8471,Regular Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/08/2017 00:00,,,,,,,,,,,11242,-11242,2771,-2771,8471,-8471,Regular Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2017 00:00,3090,-3090,-3090,3090,,,,,,,,,,,,,Closing Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2017 00:00,3090,-3090,129,-129,3218,-3218,,,3218,-3218,14460,-14460,2771,-2771,11689,-11689,Regular Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2017 00:00,3090,-3090,-3090,3090,,,,,,,,,,,,,Unknown,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2017 00:00,,,,,,,3337,-3337,-3337,3337,14460,-14460,6108,-6108,8352,-8352,Regular Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/11/2017 00:00,,,,,,,,,,,14460,-14460,6108,-6108,8352,-8352,Regular Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/12/2017 00:00,,,,,,,,,,,14460,-14460,6108,-6108,8352,-8352,Regular Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/01/2018 00:00,,,,,,,,,,,14460,-14460,6108,-6108,8352,-8352,Regular Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2018 00:00,253,-253,-253,253,,,,,,,,,,,,,Closing Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2018 00:00,253,-253,22,-22,276,-276,3050,-3050,-2774,2774,14736,-14736,9158,-9158,5578,-5578,Regular Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/02/2018 00:00,253,-253,-253,253,,,,,,,,,,,,,Unknown,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2018 00:00,969,-969,-969,969,,,,,,,,,,,,,Closing Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2018 00:00,969,-969,96,-96,1065,-1065,616,-616,449,-449,15801,-15801,9774,-9774,6026,-6026,Regular Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/03/2018 00:00,969,-969,-969,969,,,,,,,,,,,,,Unknown,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/04/2018 00:00,,,,,,,1467,-1467,-1467,1467,15801,-15801,11242,-11242,4559,-4559,Regular Entry,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/05/2018 00:00,,,,,,,,,,,15801,-15801,11242,-11242,4559,-4559,Regular Entry,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/06/2018 00:00,,,,,,,,,,,15801,-15801,11242,-11242,4559,-4559,Regular Entry,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/07/2018 00:00,,,,,,,,,,,15801,-15801,11242,-11242,4559,-4559,Regular Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/08/2018 00:00,,,,,,,,,,,15801,-15801,11242,-11242,4559,-4559,Regular Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2018 00:00,173,-173,-173,173,,,,,,,,,,,,,Closing Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2018 00:00,173,-173,-14,14,158,-158,3218,-3218,-3060,3060,15959,-15959,14460,-14460,1499,-1499,Regular Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/09/2018 00:00,173,-173,-173,173,,,,,,,,,,,,,Unknown,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2018 00:00,369,-369,-369,369,,,,,,,,,,,,,Closing Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2018 00:00,369,-369,-21,21,348,-348,,,348,-348,16307,-16307,14460,-14460,1847,-1847,Regular Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/10/2018 00:00,369,-369,-369,369,,,,,,,,,,,,,Unknown,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/11/2018 00:00,,,,,,,,,,,16307,-16307,14460,-14460,1847,-1847,Regular Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Selling Expenses,61350 - Events,,,Income Statement,01/12/2018 00:00,,,,,,,,,,,16307,-16307,14460,-14460,1847,-1847,Regular Entry,2018 Q4
